,source,target,coef_mean,coef_abs,p,-logp
2299,E2f4,Camta2,0.024150915,0.024150915,6.394077435245691e-13,12.19422210852472
2300,Atf3,Camta2,0.012286408,0.012286408,1.3742450387688729e-09,8.861935822227752
2301,Esrra,Camta2,0.024623796,0.024623796,4.653613379851537e-09,8.33220970054471
2302,Ctcf,Camta2,-0.023768332,0.023768332,8.489638380398935e-12,11.071110808312236
2303,Atf1,Camta2,0.0056696986,0.0056696986,0.019606077989898555,1.7076092741394018
2305,Egr2,Camta2,0.0037232623,0.0037232623,0.04945001139141611,1.3058336040217342
2306,Elf1,Camta2,-0.009268937,0.009268937,0.002211452341759726,2.655322415522861
2307,Mtf1,Camta2,0.0038660583,0.0038660583,0.0015055561064925684,2.8223030553049337
2308,Bhlhe40,Camta2,-0.0065832,0.0065832,0.007919927113511393,2.1012788151712973
2311,Smarcc1,Capn15,0.061316386,0.061316386,9.709189454926456e-09,8.012817024463352
2312,Patz1,Capn15,-0.028043156,0.028043156,5.845631983756031e-10,9.233168529460096
2313,Nanog,Capn15,-0.009607677,0.009607677,4.2855645081929445e-05,4.367991963321725
2314,Zfp143,Capn15,0.030171048,0.030171048,5.059814612690047e-09,8.295865395049661
2315,Zkscan3,Capn15,-0.0106552,0.0106552,0.016611481951833568,1.7795916213237908
2316,Tfdp1,Capn15,-0.019845765,0.019845765,0.00023656017524079223,3.626058366761949
2318,Ets1,Capn15,0.006482696,0.006482696,0.0016422380086872491,2.7845639005851677
2319,Egr1,Capn15,-0.022756368,0.022756368,2.7897247560561013e-07,6.5544386436162885
2320,Vezf1,Capn15,0.014894421,0.014894421,0.003385687613269046,2.470353115362377
2321,Sp2,Capn15,0.012097397,0.012097397,0.005530447325148572,2.257239739764611
2322,Sp3,Capn15,0.015763322,0.015763322,1.4776010932246036e-06,5.830442796248624
2323,Rest,Capn15,-0.0561,0.0561,8.766804688268267e-13,12.057158668790958
2324,Zeb1,Capn15,-0.016132545,0.016132545,3.2441589729540256e-05,4.488897872282992
2326,Prdm1,Capn15,-0.05717624,0.05717624,1.9779493344538002e-11,10.703784837131636
2327,Mbd1,Capn15,0.059088394,0.059088394,4.0557897747841344e-12,11.391924564034028
2328,Ubp1,Capn15,-0.025611812,0.025611812,2.8288410508172354e-08,7.548391454343052
2330,Smarcc2,Capn15,0.035409186,0.035409186,2.9817256191260275e-08,7.525532323184176
2331,Zbtb7a,Capn15,0.05981434,0.05981434,4.130454498375674e-12,11.384002157719772
2332,Zfp148,Capn15,0.0088598635,0.0088598635,0.0045414852964768635,2.3428020875461266
2333,Tfcp2,Capn15,0.013879672,0.013879672,5.7299517888726446e-05,4.241849032118938
2334,Stat2,Capn15,0.007596675,0.007596675,0.0012581309203916636,2.9002741641011953
2335,Zic5,Capn15,0.0031131979,0.0031131979,0.0004875697205364075,3.311963273136259
2336,Zbtb7b,Capn15,0.025912853,0.025912853,1.8447548113707141e-06,5.734061348282631
2337,Nrf1,Capn15,-0.03235961,0.03235961,2.604149246493285e-07,6.584334129523555
2338,Sp9,Capn15,-0.0060813273,0.0060813273,1.7460345374013796e-06,5.757947169992139
2339,Yy1,Capn15,-0.037792597,0.037792597,4.1977413294651364e-08,7.376984326746257
2341,Gmeb2,Capn15,-0.025972055,0.025972055,2.3909460146766713e-08,7.621430229736468
2342,Sp1,Capn15,-0.005550336,0.005550336,0.02005712937962489,1.6977312240473617
2343,Usf2,Capn15,0.09232306,0.09232306,5.185251442701054e-13,12.285230178999168
2344,Mbd2,Capn15,-0.037405234,0.037405234,1.3557092081037743e-07,6.867833454170367
2345,Fos,Capn15,-0.019216627,0.019216627,5.1559795211216915e-05,4.287688816276258
2346,Zfp281,Capn15,-0.016596874,0.016596874,8.318806058869199e-05,4.079939000542569
2347,Smad1,Capn15,0.07391558,0.07391558,3.5694115347660144e-13,12.447403377240633
2348,Pou2f2,Capn15,-0.028588895,0.028588895,8.987816741426088e-06,5.046345791281702
2350,E2f4,Capn15,0.025617901,0.025617901,1.011398251688027e-07,6.9950778014281125
2351,Ctcf,Capn15,0.027827756,0.027827756,6.531141216903068e-07,6.185010925784686
2352,Usf1,Capn15,-0.0089638885,0.0089638885,0.008225002326430707,2.084863970538368
2353,Atf3,Capn15,0.015082884,0.015082884,0.0027308969800669334,2.5636946828087646
2354,Stat3,Capn15,0.036806963,0.036806963,5.262426792285464e-06,5.2788139327577195
2355,Elf1,Capn15,0.032413512,0.032413512,1.1774289654610147e-11,10.92906528448686
2356,Creb1,Capn15,-0.060987793,0.060987793,8.492056647474265e-10,9.070987117473134
2358,E2f7,Capn15,-0.021224964,0.021224964,0.0003430939030155148,3.4645869995487386
2359,Bhlhe40,Capn15,0.06769932,0.06769932,2.7062031227438534e-15,14.567639609151518
2360,Zbtb14,Carhsp1,0.006958846,0.006958846,1.1325156793752906e-06,5.945955776583094
2361,Mef2a,Carhsp1,-0.017583875,0.017583875,7.724519350365922e-07,6.112128534554013
2362,Osr2,Carhsp1,-0.003154573,0.003154573,0.0017296861118977647,2.7620327016336605
2363,Gata1,Carhsp1,0.000645946,0.000645946,0.026070744416346485,1.5838465679380835
2364,Maz,Carhsp1,0.0090954015,0.0090954015,5.758278537050388e-06,5.239707331438094
2366,Tfdp1,Carhsp1,0.015774103,0.015774103,1.3558859631995176e-06,5.867776835274117
2367,Klf4,Carhsp1,-0.004550685,0.004550685,1.6398404821632723e-05,4.785198396516748
2369,Ets1,Carhsp1,-0.014159713,0.014159713,8.260534967400257e-14,13.082991826061386
2371,Mafk,Carhsp1,-0.005139678,0.005139678,0.00010614395958701029,3.9741047155127913
